,3,4,5,6,7,8
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.5882352941176471,0.7538461538461538,0.22,0.01639344262295082,0.0
6,1.0,0.4117647058823529,0.24102564102564103,0.69,0.4262295081967213,0.0
7,0.0,0.0,0.005128205128205128,0.09,0.5409836065573771,0.8333333333333334
8,0.0,0.0,0.0,0.0,0.01639344262295082,0.16666666666666666
